part_num,name,part_cat_id,part_material
3245a,Brick 1 x 2 x 2 with Center Pin [Plain],11,Plastic
3939,Slope 33° 3 x 6,3,Plastic
3475b,"Engine - Smooth, Small 1 x 2 Side Plate [With Axle Holders]",35,Plastic
2454a,Brick 1 x 2 x 5 with Blocked Open Studs and Bottom Stud Holder with Asymmetric Ridges,11,Plastic
2399,Wedge 3 x 4 [No Stud Notches],6,Plastic
3245c,Brick 1 x 2 x 2 with Inside Stud Holder,11,Plastic
30554a,"Hinge Cylinder 1 x 3 Locking with 1 Finger and 2 Fingers On Ends, without Hole, 9 Teeth",18,Plastic
47974,Brick Round Corner 4 x 8 Full Brick Double,20,Plastic
32333,Technic Pin Connector Block 1 x 5 x 3,8,Plastic
47899c01,Door 1 x 4 x 5 Left with Trans-Clear Glass,16,Plastic
30530,Legs Martian,61,Plastic
95198,Windscreen 8 x 8 x 3 Dome with Dual 2 Fingers - 7 Teeth,47,Plastic
30256,Tile Special 2 x 2 with Bar and Stud,15,Plastic
47753,Wedge Curved 4 x 4 No Top Studs,6,Plastic
3183c,"Plate Special 1 x 4 with Towball Socket, Short, 4 Slots",9,Plastic
61780,Container Box 2 x 2 x 2 - Top Opening,7,Plastic
51643,"Weapon Staff, with Ball and Point Ends (Nuju)",73,Plastic
27925,"Tile 2 x 2 Curved, Macaroni",67,Plastic
3708,Technic Axle 12,46,Plastic
32496,Technic Wheel Hub 3 Pin,25,Plastic
32482,"Large Figure Skeletal, Limb, Angular with 2 Ball Joints, and 2 Holes (Toa)",41,Plastic
30295,"Vehicle Base 12 x 18 x 1 1/3, Recessed Surface, Cutouts, Wedged Front",36,Plastic
46303,"Helmet, Sports, with Vent Holes [Plain]",65,Plastic
50950,Slope Curved 3 x 1 No Studs,37,Plastic
50944,Wheel 11 x 6 mm with Five Spokes [Plain],29,Plastic
32125,Technic Plate Rotor 3 Blade with Smooth Ends and 6 Studs (Propeller),26,Plastic
62712,Technic Brick Special 2 x 2 with Ball Socket Reinforced and Axle Hole,26,Plastic
15571,Slope 45° 2 x 1 Triple with Inside Stud Holder,3,Plastic
4259,Wheel Freestyle with Freestyle Pin Hole,29,Plastic
87761,Technic Gear Rack 1 x 7 with Axle and Pin Holes,52,Plastic
879,"Sensor, Touch",45,Plastic
23969,Panel 1 x 2 x 1 with Rounded Corners and 2 Sides,23,Plastic
18041,Weapon Harpoon [Smooth Shaft],73,Plastic
43723,Wedge Plate 3 x 2 Left,49,Plastic
99563,Tile Special 1 x 2 with Sloped Walls AKA Money / Gold Bar [Ingot],15,Plastic
4517,"Forklift Forks, Wide",36,Plastic
46667,Jet Engine Fan with 10 Blades and Technic Pin,35,Plastic
4488,Plate Special 2 x 2 with Wheel Holder,9,Plastic
702,Brick 4 x 4 Corner,11,Plastic
3481,Plate Special 2 x 2 with Helicopter Tail Rotor Holder,35,Plastic
30134,Stairs 7 x 4 x 6 Straight Open,32,Plastic
30120,Helmet with Hexagonal Top [Plain],65,Plastic
61409,Slope 18° 2 x 1 x 2/3 with 4 Slots / Grate,3,Plastic
4739b,Treasure Chest Lid [Thin Hinge],7,Plastic
85943,Technic Brick 1 x 2 with Hole and Dual Beam Extensions,26,Plastic
53450,Helmet Viking with Side Horn Holes,65,Plastic
3324,Hinge Plate 2 x 9 Base,18,Plastic
87615,Aircraft Fuselage Curved Aft Section 6 x 10 Top,47,Plastic
3456,Plate 6 x 14,14,Plastic
18653,Brick Arch 1 x 3 x 2 Inverted [Inside Bow],37,Plastic
47431,"Technic Brick Special 2 x 2 with Axle Hole, Rotation Joint Ball Half [Vertical Side], Vertical Axle Hole End",26,Plastic
93106,"Equipment Metal Detector, no Stud on Search Head",27,Plastic
15411,Brick Special 1 x 1 with Stud on Side and Conductive Element on Opposite Side,5,Plastic
6248,Wheel Freestyle with 2 x 2 Studs and Pin Hole,29,Plastic
20482,Tile Round 1 x 1 with Hollow Bar,15,Plastic
4477,Plate 1 x 10,14,Plastic
44676,Flag 2 x 2 Trapezoid with Flat Area between Clips,38,Plastic
2774,"Vehicle Track, Monorail Monoswitch",36,Plastic
98286,Hinge Plate 2 x 4 with Pin Hole - Top,18,Plastic
3044b,Slope 45° 2 x 1 Double with Ovoid Bottom Pin,3,Plastic
272,Cone 4 x 4 x 3 with Single Solid Stud,20,Plastic
3867,Baseplate 16 x 16,1,Plastic
3873,Technic Link Tread,26,Plastic
30322,Antenna 8H Whip with Flag,38,Plastic
90194,Wedge Plate 3 x 4 with Stud Notches [Reinforced Underside],49,Plastic
32535,"Technic Panel Fairing # 8 Small Long, Large Hole, Side B",40,Plastic
973c27h01,"Torso, White Arms, Yellow Hands [Plain]",60,Plastic
41530,Propeller 8 Blade 5 Diameter,35,Plastic
3640,Hinge Plate 2 x 4 with Articulated Joint - Female,18,Plastic
3678b,Slope 65° 2 x 2 x 2 with Bottom Tube,3,Plastic
3228b,"Vehicle Track, Train, Slotted Rail Straight",36,Plastic
3048a,Slope 45° 2 x 1 Triple with Hollow Underside,3,Plastic
50990a,Dish 10 x 10 Inverted (Radar) with Hollow Studs,21,Plastic
2562,Weapon Gun / Pistol Flintlock,73,Plastic
26597,Brick Special 1 x 2 with Vertical Closed Handle Inset from Edge,5,Plastic
54101,Boat Deck 51 x 12 x 6,35,Plastic
50373,Wedge 3 x 4 [Stud Notches],6,Plastic
32123b,Technic Bush 1/2 Smooth with Axle Hole Semi-Reduced,54,Plastic
32291,Technic Axle and Pin Connector Perpendicular Double,12,Plastic
4345b,Box 2 x 2 x 2 [Hollow Studs],7,Plastic
2577,Brick Round Corner 4 x 4 Full Brick,20,Plastic
2563,"Plant, Palm Tree Base",76,Plastic
6063,Plate Special 10 x 10 Octagonal Opening,9,Plastic
55236,"Plant / Creature Body Part, Vine / Tail / Tentacle / Bionicle Spine, Spiky",76,Plastic
3641,Tyre 15 x 6 Offset Tread Small,29,Rubber
41531,"Technic Cylinder 4 x 4 with Pin Holes and Centre Bar, Closed Sides on Bar",35,Plastic
3899,Equipment Cup / Mug [Plain],27,Plastic
64799,Plate Special 4 x 4 with 2 x 2 Opening,9,Plastic
3228c,"Vehicle Track, Train, Plain Rail Straight (no slots, no notches on end)",36,Plastic
3127,"Hook, Plate 1 x 2 with Crane Hook Left",34,Plastic
32534,"Technic Panel Fairing # 7 Small Long, Large Hole, Side A",40,Plastic
90195,Window 1 x 2 x 2 Castle,16,Plastic
30323,Minifig Neckwear Backpack with Sleeping Bag,71,Plastic
32246,"Znap Beam 8, 4 Holes, 3 Bends, Curved",43,Plastic
6936,Tap 1 x 2 with Dual Handles,27,Plastic
3149ec01,Hinge Plate 2 x 5 without Hole,18,Plastic
2775c01,"Electric Connector, 2 Way Male Squared Wide Short [Complete Assembly]",45,Plastic
32087,"Vehicle Track, Train, 9V Crossing",45,Plastic
2991,Technic Brick 1 x 2 - 1 x 2 Angled with Bumper Holder [Closed Front],26,Plastic
87614,Tail 12 x 2 x 5,35,Plastic
6249,Brick Special 2 x 4 with Pins,5,Plastic
3068b,Tile 2 x 2 with Groove,19,Plastic
71182,Horn / Car Air Horn,36,Plastic
15404,"Head Cover, Flame Head Piece",65,Plastic
53451,"Animal Body Part, Barb / Claw / Tooth / Talon / Horn, Small",75,Plastic
18646,Plate Round Half 3 x 6 with 1 x 2 Cutout,21,Plastic
30647,Fairing 1 x 4 Side Flaring Intake with Two Pins,36,Plastic
30135,Hat / Kepi / Cavalry Cap,65,Plastic
2952,Propeller 2 Blade 9 Diameter,35,Plastic
40388,"Animal Body Part, Dinosaur, Head Toothed, Jaw Bottom",75,Plastic
3480,Propeller 2 Blade,35,Plastic
30082,Arm Piece with Towball and Clip,18,Plastic
850,Ladder 10.3cm (collapsed) 2 & 3 Piece - Bottom Section,32,Plastic
50986,Windscreen 10 x 6 x 3 Bubble Canopy Double Tapered,47,Plastic
43722,Wedge Plate 3 x 2 Right,49,Plastic
98132,Minifig Neckwear Shoulder Pads with Scabbard for Two Katanas,71,Plastic
6567c02,Windscreen 2 x 6 x 2 Train with Trans-Brown Glass,47,Plastic
30055,Fence Spindled 1 x 4 x 2 [2 Top Studs],32,Plastic
32124,"Technic Plate 1 x 5 with Smooth Ends, 4 Studs and Centre Axle Hole",26,Plastic
76766,"Bracket 5 x 2 x 2 1/3 with Holes, Inside Stud Holder",5,Plastic
30041,Plate Special 6 x 8 Trap Door Frame Horizontal,18,Plastic
75535,Technic Pin Connector Round [No Slot],12,Plastic
2826,Windscreen 5 x 8 x 3,47,Plastic
50951,Tyre 14 x 6 Solid Smooth,29,Rubber
43093,Technic Axle Pin with Friction Ridges Lengthwise,53,Plastic
30294,"Rock Boulder, Bottom",33,Plastic
99774,Sports Ski without Hinge,27,Plastic
2417,"Plant, Leaves 6 x 5",76,Plastic
3709,Technic Plate 2 x 4 [3 Holes],9,Plastic
40001,"Technic Steering Wheel Pilot's Yoke [Open Stud, Axle Hole with X Opening]",25,Plastic
6117,Tool Chainsaw Blade,73,Plastic
99012,Technic Rotor Blade Small with Hole and Axle Connector End,26,Plastic
24593,Cylinder Half 2 x 4 x 2 with 1 x 2 Cutout,20,Plastic
4728,"Plant, Flower 2 x 2 - Round [Open Stud]",76,Plastic
3183b,"Plate Special 1 x 4 with Towball Socket, Long, 4 Slots",9,Plastic
11272,Technic Axle Connector 2 x 3 Quadruple,12,Plastic
30173b,Weapon Sword / Katana / Shamshir with Uncapped Pommel [Square Guard],73,Plastic
11299,Ladder 16 x 3.5 with Side Supports,32,Plastic
95199,"Weapon Gun / Pistol Two Barrel, 10 Ribs",73,Plastic
60474,Plate Round 4 x 4 with Pin Hole,21,Plastic
6160c01,"Window 1 x 4 x 6 Frame with 3 Panes, with Fixed Trans-Light Blue Glass",16,Plastic
47975,Hinge Brick 1 x 2 Locking with 1 Finger Vertical End and 2 Fingers Horizontal End,18,Plastic
3475a,"Engine - Smooth, Small 1 x 2 Side Plate [No Axle Holders]",35,Plastic
3245b,Brick 1 x 2 x 2 with Inside Axle Holder,11,Plastic
62520,"Technic, Universal Joint, 3L",25,Plastic
2397,"Animal / Creature Accessory, Horse Hitching, 1 x 2 Plate and 2 x 2 Plate [Studded]",74,Plastic
3937,Hinge Brick 1 x 2 Base,18,Plastic
30367b,"Brick Round 2 x 2 Dome Top, Blocked Open Stud, Bottom Axle Holder",20,Plastic
4080,"Tipper Bed 4 x 6, Open Studs",36,Plastic
30272,Brick Arch 2 x 12 x 6 with Grooves,37,Plastic
54086,Wheel Cover 5 Spoke without Centre Stud - 35mm D.,29,Plastic
22886,Brick 1 x 2 x 3 with Bottom Stud Holder,11,Plastic
60479,Plate 1 x 12,14,Plastic
64179,Technic Beam Frame 5 x 7 with 3 x 5 Opening Thick,55,Plastic
48493,Helmet Castle with Cheek Protection Angled,65,Plastic
6132,Minifig Neckwear Beard,71,Plastic
44524,Duplo Plate 2 x 8,4,Plastic
2432,Tile Special 1 x 2 with Handle,15,Plastic
3738,Technic Plate 2 x 8 [7 Holes],9,Plastic
58119,"Battery Box, Power Functions 4 x 11 x 7 with Orange Switch and Dark Bluish Gray Covers [Complete Assembly]",45,Plastic
973c22h01,"Torso, Red Arms, Yellow Hands [Plain]",60,Plastic
2340,"Wing, Tail 4 x 1 x 3",35,Plastic
3710,Plate 1 x 4,14,Plastic
3704,Technic Axle 2,46,Plastic
48336,Plate Special 1 x 2 [Side Handle Closed Ends],9,Plastic
4282,Plate 2 x 16,14,Plastic
50948,"Wedge Curved 4 x 3 Recessed Back with Opening, Two Studs [Plain]",6,Plastic
71427c01,"Motor, 9V Mini [Old Style]",45,Plastic
2817,Plate Special 2 x 2 with 2 Pin Holes,9,Plastic
93095,Panel 1 x 2 x 1 with Rounded Corners and Central Divider,23,Plastic
76019,Technic Gear 24 Tooth Clutch with Dark Gray or Light Gray Center,52,Plastic
35,Wheel Spoked Large,29,Plastic
40232,"Animal, Bird, Owl Large, Rounded Features",28,Plastic
4533,Cupboard 2 x 3 x 2 Door,7,Plastic
50747,Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers,47,Plastic
4255,Technic Shock Absorber 6.5L Cylinder,25,Plastic
87989,Equipment Medical Syringe,27,Plastic
691,"Fabuland, Door 1 x 6 x 2 Left",42,Plastic
11055,"Flag 2 x 2 Square, Flat Clip Edge [Thick Clips]",38,Plastic
43713,Wedge Curved Inverted 6 x 4,6,Plastic
2618,Cockpit 10 x 10 x 4 Octagonal,35,Plastic
45410,Slope Curved 8 x 6 x 2 Inverted Double,37,Plastic
47398,Wedge Plate 12 x 3 Right,49,Plastic
4490,Brick Arch 1 x 3,37,Plastic
73983,Hinge Plate 1 x 4 Swivel Top / Base - Solid Clip [Complete Assembly],18,Plastic
64227,"Control Unit, Power Functions, IR Speed Remote Control with Dark Bluish Gray Bottom",45,Plastic
30104,Chain 17L [21 Links],31,Plastic
787c03,"Fabuland, Roof Support with Red Roof Slope with Chimney Hole",42,Plastic
2744,Technic Slope Long 1 x 6 with 3 Pin Holes,8,Plastic
6522,Duplo Technic Axle 6,4,Plastic
87619,"Brick Special, Train Front Sloping Base Wedged with 4 Studs on Front and 2 x 4 Cutout",5,Plastic
4447,Window 4 x 4 x 3 Roof,16,Plastic
6536,Technic Axle and Pin Connector Perpendicular,12,Plastic
3300,Slope 33° 2 x 2 Double,3,Plastic
18677,Plate Special 1 x 2 with Pin Hole Underneath,9,Plastic
2585,String Reel 2 x 2 Winch Drum,31,Plastic
3843,Headwear Accessory Visor Grille and Feather,72,Plastic
518,Weapon Cannon Non Shooting,73,Plastic
3857,Baseplate 16 x 32,1,Plastic
6091,Brick Curved 1 x 2 x 1 1/3 with Curved Top,37,Plastic
12825,Tile Special 1 x 1 with Clip with Rounded Tips,15,Plastic
4862,Glass for Window 1 x 2 x 2 Plane,16,Plastic
2580c01,"Support 2 x 2 x 5 Lattice Pillar, Complete Assembly",34,Plastic
3135c02,Slope Brick 45° 2 x 3 x 1 & 1/3 Double with Arm and Light Gray Hook crane,34,Plastic
6046,Bar 9 x 13 Grille,32,Plastic
42021,Wedge Curved Inverted 8 x 6 x 2 Cockpit,6,Plastic
4151b,Plate Special 8 x 8 with Grille [Hole in Center],9,Plastic
2546,"Animal, Bird, Parrot [Plain]",28,Plastic
2552,Baseplate Raised 32 x 32 with Ramp and Pit [Plain],1,Plastic
3894,Technic Brick 1 x 6 [5 Pin Holes],8,Plastic
42042a,Large Figure Mask Krana Bo,41,Plastic
88072,Plate Special 1 x 2 with Bar Up [Horizontal Arm 5mm],9,Plastic
85543,Rubber Belt Small [15mm ID] [Round Cross Section],31,Rubber
766c01,"Electric Connector, 2 Way Male Squared Narrow Long [Complete Assembly]",45,Plastic
4599a,Tap 1 x 1 with Hole in Spout,27,Plastic
3665,Slope Inverted 45° 2 x 1,3,Plastic
3895,Technic Brick 1 x 12 [11 Pin Holes],8,Plastic
6053,"Boat Hull Section, Small Stern 14 x 12 x 5 1/3, Top",35,Plastic
11478,Technic Beam 1 x 5 Thin with Axle Holes on Ends,51,Plastic
3659,Brick Arch 1 x 4,37,Plastic
41529,"Hinge 1 x 3 Locking with 2 Fingers and Claw End, 9 Teeth",18,Plastic
12617,Helmet Trident Shaped with Face Mask,65,Plastic
23421,Spiral [Fireman] Pole 32L,32,Plastic
4863,"Window 1 x 4 x 2 Plane, Solid Studs",16,Plastic
3856,Window 1 x 2 x 3 Shutter,16,Plastic
3842,Helmet Classic [Undetermined Type],65,Plastic
2584,String Reel 2 x 2 Winch Holder,31,Plastic
3315,Hinge Plate 2 x 4 - Male (Digger Bucket Holder),18,Plastic
88517,Wheel 75 x 17 Motorcycle,29,Plastic
51262,Duplo Plate 8 x 8,4,Plastic
14716,Brick 1 x 1 x 3,11,Plastic
2989,Technic Brick 1 x 4 with Bumper Holder,26,Plastic
87618,Bar 5L with Handle (Friction Ram),32,Plastic
52031,Slope Curved 4 x 6 x 2/3 Triple Curved with 4 Studs,37,Plastic
10202,Tile 6 x 6 with Bottom Tubes,19,Plastic
2745,Technic Cylinder 4 x 4 x 1 2/3 with Axle Holes,35,Plastic
4334,"Fabuland, Equipment Camera",42,Plastic
44135,"Large Figure Skeletal, Torso, Lower Section (Rahkshi)",41,Plastic
733,"Brick 10 x 10 without Bottom Tubes, without Cross Supports",11,Plastic
30663,"Steering Wheel Small, 2 x 2",36,Plastic
4485,Hat / Cap Long Peak [Plain],65,Plastic
2792,Technic Steering Rack Top - Modified 1 x 8 Technic Plate with Toothed Ends,25,Plastic
32060,Technic Gear Timing Wheel 8 Tooth,52,Plastic
98102,Windscreen 8 x 6 x 2 1/3 Bubble Canopy with Handle,47,Plastic
15540,Helicopter Landing Ski 1 x 6 with Pin Hole,35,Plastic
45411,Slope Curved 8 x 6 x 2 Double,37,Plastic
4268,Duplo Baseplate 24 x 24,4,Plastic
41677,Technic Beam 1 x 2 Thin,51,Plastic
41663,Large Figure Shield 5 x 5 with Dual Round Prongs,41,Plastic
43712,Wedge Curved 6 x 4 Triple,6,Plastic
700a,"Brick 10 x 20 without Bottom Tubes, with '+' Cross Support and 4 Side Supports (early Baseplate)",11,Plastic
4532,Cupboard 2 x 3 x 2 with Solid Studs,7,Plastic
70496,"Hook, Technic - Large",34,Metal
2625,Wedge Plate 7 x 6 Boat Bow without Stud Notches,49,Plastic
60849,Equipment Hose Nozzle / Gun with Side String Hole Simplified,27,Plastic
4864a,Panel 1 x 2 x 2 [Solid Studs],23,Plastic
64391,"Technic Panel Fairing # 4 Small Smooth Long, Side B",40,Plastic
4491b,"Animal / Creature Accessory, Saddle [Two Clips]",74,Plastic
50949,"Grille / Spoiler with 1 x 2 Plate, 2 x 2 Anti-studs (Racers Car)",36,Plastic
4868b,Engine Smooth Large [2 x 2 Thin Top Plate],35,Plastic
3705,Technic Axle 4,46,Plastic
32004a,Wheel 68.8 x 24 Model Team Type 1 [Circle Holes around Wheel Ring],29,Plastic
87552,Panel 1 x 2 x 2 [Side Supports / Hollow Studs],23,Plastic
4215b,Panel 1 x 4 x 3 [Hollow Studs],23,Plastic
6228b,"Animal, Dolphin (Normal Connection - With Axle Holder)",28,Plastic
6641,Technic Changeover Catch - + opening,26,Plastic
3739,Wheel 24 x 43 Technic,29,Plastic
4730,Brick Special 2 x 2 with Pin and No Axle Hole,5,Plastic
2341,Slope Inverted 45° 3 x 1 Double with 2 Completely Open Studs,3,Plastic
6133,"Creature Body Part, Dragon Wing",75,Plastic
2433,Hinge Bar with 3 Fingers and End Stud (Control Lever),18,Plastic
60478,Plate Special 1 x 2 with Handle on End [Closed Ends],9,Plastic
64178,Technic Beam 5 x 11 with 3 x 5 Opening Frame Thick,55,Plastic
4095,Bar 6.6L with Stop Ring [Umbrella Stand],32,Plastic
30273,Helmet with Chinstrap and Wide Brim,65,Plastic
44294,Technic Axle 7,46,Plastic
54087,Wheel 30.4 x 20 without Pinholes and with Unreinforced Rim,29,Plastic
54093,Wing Plate 20 x 56 with 6 x 10 Opening,35,Plastic
32316,Technic Beam 1 x 5 Thick,51,Plastic
33008,"Belville / Scala, Equipment Flower Pot",42,Plastic
30367c,"Brick Round 2 x 2 Dome Top, Hollow Stud",20,Plastic
3936,Wedge Plate 4 x 4 Wing Left,49,Plastic
30517,"Support 2 x 2 x 10 Girder Triangular Vertical - Type 1 - Solid Top, 3 Posts",34,Plastic
3934,Wedge Plate 8 x 4 Wing Right,49,Plastic
30367a,"Brick Round 2 x 2 Dome Top, Blocked Open Stud, No Bottom Axle Holder",20,Plastic
4083,Bar 1 x 4 x 2 with Studs,32,Plastic
309,Baseplate 32 x 32 Split with 2 x 14 Center Studs [Plain],1,Plastic
54091,Slope Curved 8 x 8 x 2 Inverted Double,37,Plastic
30503,Wedge Plate 4 x 4 Cut Corner,49,Plastic
48490,Panel 3 x 8 x 6 with Arched Window,23,Plastic
22885,Brick Special 1 x 2 x 1 2/3 with 4 Studs on 1 Side,5,Plastic
30259,Road Sign Clip-on 2.2 x 2.667 Triangular,38,Plastic
3231b,"Train Track 4.5V Crossing, Slotted Rail",36,Plastic
2343,Equipment Goblet / Glass,27,Plastic
4732,Bracket 8 x 2 x 1 1/3,5,Plastic
60485,Technic Axle 9,46,Plastic
6643,Technic Flex Cable End with Pin Connection,26,Plastic
54734,"Battery Box, 9V, 4 x 11 x 7 with Red Switch [Complete Assembly]",45,Plastic
2431,Tile 1 x 4 with Groove,19,Plastic
2357,Brick 2 x 2 Corner,11,Plastic
47990,Skull 1 x 4 x 3 Relief with Two Pins,33,Plastic
6131,"Hat, Wizard",65,Plastic
98302,"Engine, Smooth Small, 1 x 2 Side Plate with Axle Holders and Slot",35,Plastic
87544,Panel 1 x 2 x 3 [Side Supports / Hollow Studs],23,Plastic
3707,Technic Axle 8,46,Plastic
2419,Wedge Plate 3 x 6 Cut Corners,49,Plastic
3713,Technic Bush,54,Plastic
99008,Technic Axle 4 with Centre Stop,46,Plastic
32283c01,"Pullback Motor 9 x 4 x 2 1/3 with Black Base, White Axle Holes, No Studs on Front Top Surface",44,Plastic
76768,"Brick Arch 1 x 5 x 4 [Irregular Bow, Raised Underside Cross Supports]",37,Plastic
7039,Wheel Old with 4 Studs,29,Plastic
64393,"Technic Panel Fairing #6 Long Smooth, Side B",40,Plastic
98128,"Helmet Ninja, Samurai",65,Plastic
36,Tyre Smooth Old Style - Large,29,Rubber
24947,Brick Round 2 x 2 x 1 1/3 Inverted,20,Plastic
98100,Brick Round 2 x 2 Truncated Cone,20,Plastic
43710,Wedge Sloped 4 x 2 Triple Left,6,Plastic
87752,Windscreen 6 x 4 x 2 1/3 Bubble Canopy with Handle,47,Plastic
692,"Fabuland, Door 1 x 6 x 2 Right",42,Plastic
2790,Technic Steering Rack,25,Plastic
43857,Technic Beam 1 x 2 Thick,51,Plastic
85970,Brick Curved 10 x 1 [Asymmetric Inside Ridges],37,Plastic
32062,Technic Axle 2 Notched,46,Plastic
61406,Plate Special 1 x 2 with Angular Extension and Flexible Tip [Plain],9,Plastic
4444,Panel 2 x 5 x 6 Wall with Arched Window,23,Plastic
6247,Technic Link 1 x 11,26,Plastic
18674,Plate Special Round 2 x 2 with Center Stud (Jumper Plate),9,Plastic
3317,Brick Special 1 x 2 with Digger Bucket Arm Holder,18,Plastic
40379,"Animal Body Part / Plant, Tail / Claw / Horn / Branch / Tentacle, End Section",75,Plastic
3854,Window 1 x 2 x 3 Pane,16,Plastic
2586,Shield Ovoid [Plain],73,Plastic
3840,Minifig Neckwear Vest / Tabard,71,Plastic
88930,"Slope Brick Curved 2 x 4 x 2/3 No Studs, with Bottom Tubes",37,Plastic
4861,Slope 45° 3 x 4 Double / 33°,6,Plastic
56902,Wheel 18 x 8 with Fake Bolts and Shallow Spokes,29,Plastic
6051,"Boat Hull Section, Small Bow 12 x 12 x 5 1/3, Top",35,Plastic
2551,Boat / Rowing Boat 14 x 5 x 2 with Oarlocks [2 Hollow Inside Studs],35,Plastic
42022,Brick Curved 6 x 1,37,Plastic
4151a,Plate Special 8 x 8 with Grille [No Hole in Center],9,Plastic
3673,Technic Pin without Friction Ridges Lengthwise,53,Plastic
44309,Tyre 43.2 x 22 ZR,29,Rubber
30488,Sports Soccer Minifig Stand,27,Plastic
4599b,Tap 1 x 1 without Hole in Spout,27,Plastic
3666,Plate 1 x 6,14,Plastic
57028c01,"Projectile, Technic Competition Arrow, Liftarm Shaft with Hollow Black Rubber End",68,Plastic
98263,Plate Special 1 x 4 with Coupling Link Double,9,Plastic
44308,Tyre 43.2 x 22 H,29,Rubber
51739,Wedge Plate 2 x 4,49,Plastic
2544,Hat Pirate Tricorne / Triangle,65,Plastic
42023,Brick Curved 6 x 1 Inverted,37,Plastic
64782,Technic Panel 5 x 11 x 1,40,Plastic
6044,Slope 53° 3 x 1 x 3 1/3 with Studs on Slope,3,Plastic
90617,"Large Figure Skeletal, Limb with 2 Ball Joints, and Ball Socket",41,Plastic
40620,Exhaust Pipe with Technic Pin,36,Plastic
3896,Helmet Castle with Chin Guard,65,Plastic
56903,Wheel 18 x 8 with Fake Bolts and Shallow Spokes and Axle Hole,29,Plastic
32249,Technic Beam 3 x 3 L-Shape with Quarter Ellipse Thin,51,Plastic
58090,Tyre 30.4 x 14 VR Solid,29,Rubber
3841,Tool Pickaxe,73,Plastic
2587,Minifig Neckwear Armor Breastplate with Leg Protection [Plain],71,Plastic
6087,"Bracket 5 x 2 x 2 1/3 with Holes, Smooth Bottom",5,Plastic
6093,Hair Ponytail,65,Plastic
98288,Equipment Wheelbarrow,27,Plastic
30462,"Animal / Creature Body Part, Dinosaur, Triceratops / Stegosaurus / Three-Headed Dog Legs",75,Plastic
3855,Glass for Window 1 x 4 x 3,16,Plastic
30304,Equipment Space Binoculars / Scanner / Electrobinoculars,27,Plastic
2593,Wheel Hard Plastic Medium (35mm D. x 31mm),29,Plastic
3464,Wheel Centre Small with Stub Axles (Pulley Wheel),29,Plastic
4479,Equipment Metal Detector,27,Plastic
48724,Minifig Neckwear Bracket with Technic Pin,71,Plastic
55013,Technic Axle 8 with Stop,46,Plastic
10201,Bracket 1 x 2 - 1 x 4 [Rounded Corners],9,Plastic
18649,Plate Special 1 x 2 with Handles on Ends,9,Plastic
4323,"Fabuland, Roof Slope without Top Hole",42,Plastic
4445,Slope 45° 2 x 8,3,Plastic
90398,Minifig Trophy Statuette,13,Plastic
70278,Crane Hook 1 x 4 x 1,34,Metal
64225,Wedge Curved 4 x 3 No Studs [Plain],6,Plastic
32063,Technic Beam 1 x 6 Thin,51,Plastic
99380,"Sensor, Gyro, EV3 with White Case",45,Plastic
787c01,"Fabuland, Roof Support with Red Roof Slope without Chimney Hole",42,Plastic
30106,Equipment Crystal Ball Globe 2 x 2 x 2,27,Plastic
2791,Technic Steering Gear Holder,25,Plastic
32077,Wheel 70 x 28 mm Futuristic,29,Plastic
43711,Wedge Sloped 4 x 2 Triple Right,6,Plastic
4519,Technic Axle 3,46,Plastic
92438,Plate 8 x 16,14,Plastic
30099,Brick Arch 1 x 5 x 4 Inverted,37,Plastic
41660,Large Figure Shield 5 x 5 with Saw Blades Circular,41,Plastic
55615,Technic Pin Connector Hub Perpendicular 3 x 3 Bent with 4 Pins (Pin Ridges Across Part),12,Plastic
87747,"Animal Body Part, Barb / Claw / Tooth / Talon / Horn, Medium",75,Rubber
4864b,Panel 1 x 2 x 2 [Hollow Studs],23,Plastic
64392,"Technic Panel Fairing #17 Large Smooth, Side A",40,Plastic
37,Weapon Dagger / Knife,73,Plastic
50745,"Wheel Arch, Mudguard 4 x 2 1/2 x 2 with 2 x 2 Plate",36,Plastic
92410,Cupboard 2 x 3 x 2 with Hollow Studs,7,Plastic
2626,Wedge Sloped Inverted 6 x 6 x 1 Boat Bow,6,Plastic
700b,"Brick 10 x 20 without Bottom Tubes, with '+' Cross Support (early Baseplate)",11,Plastic
4531,Hinge Tile 1 x 2 1/2 with 2 Fingers on Top,18,Plastic
11094,"Wheel Hard Plastic, Treaded with 7 Pin Holes and 6 Small Holes",29,Plastic
2815,Technic Wedge Belt Wheel Tire,29,Rubber
4868a,"Engine Smooth Large, Cone Back [1 x 2 Thin Top Plate]",35,Plastic
26604,Brick Special 1 x 1 with Studs on 2 Adjacent Sides,5,Plastic
4491a,"Animal / Creature Accessory, Saddle [One Clip]",74,Plastic
6228a,"Animal, Dolphin (Normal Connection - Without Axle Holder)",28,Plastic
4215a,Panel 1 x 4 x 3 [Solid Studs],23,Plastic
99009,Technic Turntable Small Top,52,Plastic
6118,Wheel Hard Plastic Small (22mm D. x 24mm),29,Plastic
48452,"Technic Turntable Large Type 2 Base, 24 Tooth",52,Plastic
3706,Technic Axle 6,46,Plastic
32498,Technic Gear 36 Tooth Double Bevel,52,Plastic
32004b,Wheel 68.8 x 24 Model Team Type 2 [Notched Ring],29,Plastic
